customer_id,age,monthly_spend,orders_per_year,app_sessions_month,months_customer,satisfaction,support_tickets,churned
38972,34,20.97,5,1,17,9,0,0
38973,24,47.37,8,7,9,4,0,1
38974,28,44.36,12,11,30,8,0,0
38975,23,21.39,4,5,12,9,0,0
38976,41,43.57,7,13,42,9,0,0
38977,20,35.37,7,11,43,5,0,0
38978,38,39.02,8,10,42,10,2,0
38979,33,94.54,10,23,3,8,2,0
38980,38,77.46,18,18,8,6,1,0
38981,36,17.58,3,4,38,5,2,0
38982,49,86.65,23,22,41,8,2,0
38983,42,43.1,13,9,24,6,1,0
38984,32,14.65,4,2,25,7,1,0
38985,40,21.14,6,1,5,8,1,0
38986,29,19.57,1,2,1,8,2,1
38987,31,27.05,9,10,21,5,3,1
38988,35,79.64,27,21,28,4,1,0
38989,41,15.05,4,2,28,8,1,0
38990,47,43.42,6,2,6,9,2,1
38991,32,70.93,15,18,35,6,1,0
38992,46,42.5,5,10,16,8,0,1
38993,18,67.61,14,14,39,7,2,0
38994,37,74.47,21,23,7,9,0,0
38995,43,22.38,8,2,5,6,2,1
38996,37,30.34,5,9,22,8,3,1
38997,35,35.15,12,14,30,6,1,0
38998,24,23.71,1,1,25,10,0,0
38999,51,46.23,11,12,37,8,2,0
39000,26,44.21,8,8,11,7,0,0
39001,59,40.18,11,14,15,6,2,1
39002,27,41.49,13,4,46,7,1,0
39003,43,26.66,6,4,24,10,1,0
39004,50,37.74,11,11,28,8,1,0
39005,18,43.02,9,9,22,8,1,0
39006,22,39.27,16,8,25,6,1,1
39007,29,98.0,19,20,46,7,2,0
39008,21,20.49,7,4,15,5,2,1
39009,33,43.78,9,11,31,7,2,0
39010,21,46.86,9,17,20,5,1,1
39011,28,34.26,8,10,47,6,0,0
39012,43,17.33,2,4,18,8,1,0
39013,43,8.94,6,2,13,9,0,0
39014,36,44.58,11,8,24,6,3,0
39015,48,20.35,4,2,3,7,1,0
39016,38,28.82,3,5,41,4,2,1
39017,24,20.54,4,2,6,7,0,0
39018,33,48.26,7,4,5,6,3,1
39019,23,43.15,12,9,39,8,1,0
39020,27,38.11,14,5,27,9,0,0
39021,37,41.57,12,12,33,8,0,0
39022,46,91.62,30,18,38,8,0,0
39023,41,44.61,10,8,43,7,1,0
39024,45,39.9,9,9,12,6,1,1
39025,48,71.39,20,16,19,10,0,0
39026,32,18.7,2,5,14,8,0,0
39027,18,24.04,1,2,18,8,1,0
39028,18,47.77,13,9,39,3,0,0
39029,43,85.26,21,11,23,7,2,0
39030,37,60.05,16,24,42,5,1,0
39031,41,20.35,3,4,32,7,0,0
39032,51,46.6,13,13,26,8,0,0
39033,45,43.15,15,7,5,6,1,0
39034,35,36.29,6,10,39,10,2,0
39035,31,80.68,21,26,37,3,0,0
39036,42,19.33,3,4,7,7,0,1
39037,36,15.65,2,0,19,7,1,0
39038,26,19.13,2,6,3,8,1,1
39039,25,74.3,24,13,28,7,0,0
39040,31,33.86,13,4,31,8,2,0
39041,22,22.32,1,6,17,6,2,1
39042,43,13.27,5,2,30,8,5,1
39043,41,70.29,14,20,14,5,2,0
39044,46,28.93,9,5,22,5,1,1
39045,18,38.42,14,9,37,8,3,1
39046,23,46.33,9,10,12,8,3,1
39047,33,44.23,14,14,40,6,1,0
39048,32,19.35,2,2,17,7,0,0
39049,36,73.95,18,21,2,6,0,1
39050,42,54.18,10,6,24,5,2,1
39051,24,43.75,14,6,15,4,0,0
39052,28,90.35,16,18,48,8,1,0
39053,25,14.03,2,5,47,7,1,0
39054,47,29.6,7,9,15,7,4,1
39055,37,21.11,2,4,32,10,2,0
39056,44,85.87,22,20,26,4,0,1
39057,41,43.0,13,8,15,7,0,0
39058,44,47.43,9,6,36,10,0,0
39059,42,9.54,4,6,35,5,2,0
39060,38,42.46,10,9,34,6,0,0
39061,35,35.65,14,7,18,6,1,1
39062,33,19.04,2,2,23,7,3,0
39063,30,25.06,8,5,24,8,2,0
39064,46,34.91,13,10,18,10,2,0
39065,45,30.78,11,8,35,7,2,0
39066,19,16.25,2,5,6,8,0,1
39067,49,15.48,5,2,29,10,1,0
39068,47,37.88,5,3,34,6,3,0
39069,38,77.58,15,17,3,8,0,0
39070,32,15.01,8,0,25,6,1,1
39071,30,18.55,7,3,34,8,2,0
39072,48,16.77,1,3,42,7,1,0
39073,43,27.38,7,4,44,5,0,1
39074,32,38.85,10,10,26,7,1,0
39075,38,57.63,15,12,35,5,1,1
39076,40,47.33,6,4,18,8,0,0
39077,30,8.57,2,4,30,7,0,1
39078,42,42.19,6,5,7,7,0,0
39079,49,76.64,21,21,18,8,0,0
39080,58,43.9,11,11,23,5,1,0
39081,57,45.48,10,9,40,5,1,0
39082,40,46.71,15,6,12,5,1,1
39083,37,18.65,2,3,17,7,0,0
39084,34,47.59,19,7,3,4,0,1
39085,47,13.94,3,3,31,9,1,0
39086,22,77.25,20,14,29,10,0,0
39087,36,35.25,9,5,16,7,2,0
39088,50,50.19,11,20,37,7,0,0
39089,31,17.97,3,9,30,10,2,0
39090,63,16.57,3,5,20,8,1,0
39091,35,96.1,22,16,23,7,1,0
39092,25,48.2,6,8,36,2,1,1
39093,27,38.44,11,8,44,9,2,0
39094,25,18.17,3,2,30,9,1,0
39095,60,18.14,7,2,20,7,0,0
39096,34,21.09,5,3,26,6,1,0
39097,34,11.17,2,2,41,3,1,0
39098,33,45.57,8,14,41,6,1,0
39099,45,14.62,2,5,46,10,3,0
39100,50,21.01,4,4,30,9,1,0
39101,38,80.12,29,16,12,7,2,0
39102,32,70.13,20,12,31,7,0,0
39103,31,59.65,19,5,9,10,2,0
39104,42,14.98,4,3,9,6,2,1
39105,47,35.85,14,4,22,6,0,0
39106,28,22.74,2,3,36,8,1,0
39107,41,14.57,3,4,45,9,0,0
39108,34,61.01,20,16,28,7,1,0
39109,37,13.82,2,0,14,5,1,1
39110,43,22.37,4,3,29,4,0,1
39111,34,69.12,18,14,9,9,0,0
39112,31,13.05,7,3,39,7,3,1
39113,35,60.6,9,9,31,9,1,0
39114,29,23.29,5,3,13,7,0,0
39115,37,16.31,3,4,6,8,3,1
39116,39,39.02,6,12,24,7,0,0
39117,48,70.57,18,17,33,6,2,0
39118,18,44.05,14,8,9,10,1,0
39119,22,43.85,8,8,28,8,1,0
39120,40,95.93,18,12,25,8,1,0
39121,36,23.31,3,5,3,3,1,1
39122,50,41.99,11,9,43,6,2,0
39123,35,15.21,3,1,30,8,1,0
39124,60,44.02,17,14,1,9,0,0
39125,36,20.37,3,3,33,8,0,0
39126,25,20.32,5,3,2,9,1,1
39127,33,52.98,18,11,32,8,0,0
39128,31,32.83,5,7,6,7,1,1
39129,34,46.85,12,13,39,7,2,0
39130,53,51.64,13,12,31,5,1,0
39131,21,64.21,20,12,12,9,1,0
39132,22,49.19,13,9,31,6,0,0
39133,20,47.71,10,14,32,5,1,0
39134,48,14.29,5,0,26,8,3,0
39135,46,21.97,7,2,43,7,2,0
39136,50,19.89,5,2,47,6,2,0
39137,42,87.48,19,11,43,9,1,0
39138,32,37.93,8,10,8,6,0,0
39139,39,44.23,15,9,30,9,1,0
39140,53,46.59,17,9,41,10,1,0
39141,33,40.36,8,4,39,8,0,0
39142,49,17.55,4,6,18,6,0,0
39143,34,47.51,11,12,37,8,1,0
39144,51,15.87,5,1,28,7,1,1
39145,50,36.16,5,8,18,8,0,0
39146,34,17.1,2,4,30,8,1,0
39147,36,22.63,3,1,34,3,1,1
39148,34,47.33,9,9,37,9,1,0
39149,47,20.26,0,3,3,6,1,1
39150,40,36.12,8,13,45,5,2,1
39151,39,45.52,7,9,41,7,1,0
39152,50,49.35,9,10,43,6,0,0
39153,40,13.78,7,6,46,6,1,1
39154,23,42.02,9,9,32,7,1,0
39155,35,43.88,8,7,16,7,1,0
39156,49,19.54,3,6,7,10,0,0
39157,51,15.53,4,5,25,7,1,0
39158,43,20.91,5,2,39,3,1,0
39159,24,78.63,20,24,32,7,2,0
39160,29,88.67,16,30,22,4,1,0
39161,40,15.81,4,6,2,5,0,1
39162,53,20.06,6,1,23,7,2,1
39163,44,21.36,2,0,26,6,2,0
39164,20,13.77,7,1,12,3,2,1
39165,21,40.65,10,11,46,10,0,0
39166,34,50.07,18,6,29,6,2,0
39167,47,38.33,20,10,15,8,2,0
39168,25,16.68,5,3,6,7,1,1
39169,48,23.4,2,2,6,3,0,0
39170,36,27.2,6,5,42,9,1,0
39171,31,45.76,9,12,42,7,1,0
39172,35,44.24,10,8,41,10,2,0
39173,31,79.05,14,19,47,6,2,0
39174,52,70.91,23,15,19,8,0,0
39175,51,17.31,4,1,5,6,0,1
39176,56,24.08,5,7,12,7,3,0
39177,56,18.18,3,1,2,8,1,1
39178,42,26.26,16,10,33,6,1,1
39179,29,34.35,18,4,11,7,0,0
39180,31,46.07,13,9,39,9,1,1
39181,27,44.15,13,11,2,8,3,0
39182,25,83.07,20,15,3,6,1,0
39183,42,45.65,10,5,22,8,2,0
39184,43,15.81,3,1,30,10,1,0
39185,46,46.21,11,12,28,4,1,0
39186,43,48.51,11,7,38,6,0,0
39187,36,72.67,18,19,2,7,2,0
39188,33,42.93,10,5,19,7,0,0
39189,41,19.78,4,2,29,8,2,0
39190,33,40.68,10,10,17,6,2,0
39191,39,26.16,6,5,25,7,1,0
39192,26,15.31,4,3,12,5,2,1
39193,46,29.91,8,8,16,10,3,0
39194,57,91.64,22,15,31,6,0,0
39195,39,17.96,1,3,45,4,2,1
39196,26,92.59,19,18,43,9,1,0
39197,46,51.18,9,7,6,6,0,0
39198,35,20.07,2,5,44,5,0,0
39199,32,32.98,12,10,10,6,3,0
39200,40,17.7,5,4,1,6,1,1
39201,45,15.32,3,3,39,6,0,1
39202,51,13.51,5,4,19,6,0,0
39203,38,39.55,13,6,34,3,2,0
39204,29,45.61,11,9,46,7,2,0
39205,46,39.67,12,12,25,5,2,1
39206,29,38.12,7,5,22,5,1,0
39207,44,14.44,6,2,38,8,0,0
39208,36,45.42,14,8,20,7,1,0
39209,44,20.09,3,6,15,3,1,1
39210,44,25.93,5,3,15,9,1,0
39211,35,94.94,20,13,31,9,0,0
39212,32,36.75,7,10,26,7,0,0
39213,47,16.66,6,6,3,7,1,1
39214,40,18.13,7,2,32,8,1,0
39215,33,17.41,5,4,40,7,2,1
39216,29,14.6,4,5,44,8,1,0
39217,55,36.91,9,10,3,5,0,0
39218,22,41.38,20,17,5,5,1,0
39219,39,14.84,5,0,31,5,2,0
39220,44,15.29,3,2,17,6,1,1
39221,48,16.34,4,3,10,8,0,1
39222,50,42.64,9,8,4,7,0,1
39223,35,26.8,9,5,4,6,2,0
39224,48,16.36,5,2,41,7,3,0
39225,24,23.38,4,4,47,5,0,0
39226,49,20.65,4,5,11,3,1,1
39227,21,72.91,18,18,43,10,1,0
39228,59,41.49,16,12,21,7,0,1
39229,41,18.74,2,1,32,9,0,0
39230,19,16.76,3,5,34,9,0,0
39231,19,16.61,3,4,10,8,2,0
39232,45,22.46,2,4,47,6,0,1
39233,44,18.56,3,4,33,8,1,0
39234,39,41.1,11,8,38,7,1,0
39235,42,36.79,8,9,36,8,3,1
39236,43,20.16,7,2,26,10,0,0
39237,55,54.5,7,12,4,10,1,1
39238,56,13.73,3,4,14,5,2,0
39239,46,21.72,4,1,14,9,0,0
39240,32,40.83,16,7,19,6,0,1
39241,37,71.98,14,20,34,7,1,0
39242,45,11.52,2,4,9,8,0,0
39243,38,43.26,11,12,41,10,2,0
39244,28,40.59,8,11,33,6,0,1
39245,34,35.8,11,9,27,8,0,0
39246,36,49.88,6,9,37,8,1,0
39247,39,57.54,13,12,41,6,2,0
39248,50,18.03,4,4,6,10,2,1
39249,26,86.77,18,16,16,8,1,0
39250,33,69.04,20,19,35,8,1,0
39251,54,45.16,8,10,17,9,0,0
39252,43,42.69,10,13,27,6,0,0
39253,33,53.42,12,9,8,6,3,1
39254,24,37.87,12,10,22,6,1,0
39255,58,68.82,17,29,28,7,1,0
39256,30,16.97,4,2,29,8,2,0
39257,45,33.22,15,14,15,6,0,0
39258,40,52.64,6,7,16,4,1,1
39259,32,19.52,3,4,11,4,0,1
39260,32,11.23,5,3,42,5,1,1
39261,32,21.71,1,3,30,6,0,1
39262,49,75.42,26,17,41,5,1,0
39263,42,19.16,4,2,24,6,1,1
39264,37,47.87,8,6,44,8,0,0
39265,27,22.39,3,3,11,8,0,0
39266,34,23.87,4,5,4,9,4,1
39267,35,19.94,5,3,34,8,2,0
39268,41,45.34,8,14,4,5,0,1
39269,63,20.83,7,1,41,8,2,0
39270,51,47.66,10,4,31,6,0,0
39271,20,46.03,10,10,45,8,0,0
39272,32,12.02,3,5,5,7,0,1
39273,26,22.0,5,0,9,9,2,0
39274,48,84.41,14,14,46,6,0,0
39275,44,75.14,19,17,39,10,0,0
39276,45,39.81,10,12,13,7,0,0
39277,49,51.98,16,9,3,7,1,1
39278,43,14.98,2,1,23,9,2,0
39279,45,17.87,5,3,3,6,2,1
39280,45,37.29,9,12,25,8,0,0
39281,37,12.95,6,4,3,7,1,1
39282,50,12.0,3,0,19,6,0,0
39283,29,63.8,15,15,4,6,2,0
39284,43,45.8,18,12,23,7,4,1
39285,44,37.33,11,8,43,6,0,0
39286,19,24.44,4,2,35,7,2,0
39287,26,76.76,24,24,14,6,0,0
39288,39,83.83,20,14,38,6,0,0
39289,41,38.09,17,6,8,10,0,0
39290,39,52.74,13,10,39,3,0,1
39291,39,35.17,14,4,34,6,0,0
39292,43,20.14,6,5,33,6,0,1
39293,58,63.72,27,27,43,8,0,0
39294,32,45.51,9,7,31,8,1,0
39295,46,20.32,1,1,13,7,1,1
39296,36,65.23,29,17,31,8,1,0
39297,27,44.26,12,10,23,10,0,0
39298,44,16.46,2,1,21,10,1,0
39299,47,16.17,2,4,47,8,0,0
39300,62,25.59,3,8,48,8,1,0
39301,34,18.66,4,2,4,6,3,0
39302,46,20.54,2,4,11,6,0,0
39303,34,34.7,7,15,41,8,0,0
39304,37,13.18,3,2,2,7,2,0
39305,23,17.27,6,1,42,4,0,0
39306,38,16.92,6,7,15,9,1,0
39307,27,33.75,6,10,38,9,1,0
39308,31,38.81,10,9,15,8,0,0
39309,25,35.77,16,11,39,9,1,0
39310,41,15.76,5,3,44,6,0,0
39311,32,8.89,3,6,16,5,1,1
39312,47,42.65,14,11,28,7,1,0
39313,59,20.97,3,3,22,9,0,0
39314,41,39.39,9,4,38,7,0,0
39315,24,91.64,23,17,7,5,0,1
39316,18,22.47,4,4,3,8,1,1
39317,27,20.27,4,6,38,7,0,0
39318,68,31.59,5,11,46,5,2,1
39319,28,16.9,5,3,5,8,1,1
39320,48,39.97,12,17,34,8,1,0
39321,44,50.5,12,11,8,8,1,0
39322,28,13.53,7,3,6,8,1,1
39323,35,89.62,25,22,26,8,0,0
39324,27,19.46,2,3,28,7,0,1
39325,31,30.84,8,10,17,7,0,0
39326,36,20.23,5,5,23,8,1,0
39327,33,14.35,4,3,46,7,0,0
39328,21,29.55,3,6,29,8,1,0
39329,44,11.18,3,5,20,8,2,1
39330,48,54.77,12,18,18,7,0,0
39331,21,52.78,8,15,19,9,0,0
39332,31,54.41,11,9,18,9,2,0
39333,40,72.08,17,20,46,8,0,0
39334,36,88.93,10,19,14,7,2,1
39335,55,20.64,7,3,20,7,1,0
39336,39,15.74,3,4,29,8,3,0
39337,54,41.17,11,4,5,6,1,1
39338,30,66.96,29,15,4,8,0,0
39339,29,15.79,3,2,38,10,0,0
39340,54,96.51,16,23,21,7,0,0
39341,30,39.68,19,19,18,6,0,0
39342,31,81.0,25,27,10,8,2,0
39343,33,32.42,6,14,34,5,0,0
39344,21,79.15,20,18,17,5,0,0
39345,37,31.95,6,7,32,9,2,0
39346,50,49.01,9,12,20,6,1,0
39347,59,78.24,19,17,43,8,0,0
39348,41,16.04,3,5,48,10,1,0
39349,36,94.82,25,15,5,10,1,0
39350,35,42.56,3,9,29,9,1,0
39351,18,43.12,19,18,6,7,2,1
39352,28,35.93,6,8,12,8,1,1
39353,43,39.76,9,9,26,6,0,0
39354,18,9.58,4,2,44,7,2,0
39355,40,23.31,2,5,6,6,1,0
39356,42,30.21,13,10,17,10,2,0
39357,32,17.13,6,0,5,5,2,1
39358,34,45.52,11,6,39,7,1,0
39359,27,52.95,8,15,12,5,2,0
39360,37,46.7,17,10,13,7,2,0
39361,36,19.2,4,1,4,7,1,0
39362,37,29.37,16,4,6,8,1,0
39363,54,36.73,12,14,8,8,1,1
39364,46,59.08,13,14,28,6,0,0
39365,51,66.16,17,15,47,7,0,0
39366,29,25.11,1,7,48,8,3,1
39367,30,44.48,10,11,29,9,0,0
39368,28,43.39,10,4,47,9,3,0
39369,26,80.14,13,24,4,7,2,0
39370,32,41.68,10,10,19,5,4,1
39371,30,24.86,3,6,38,7,2,0
39372,33,25.5,8,5,30,5,1,0
39373,42,29.47,10,3,20,4,2,0
39374,50,44.27,13,8,20,8,0,0
39375,30,42.44,11,5,28,9,1,0
39376,39,23.75,3,4,16,10,0,0
39377,48,33.9,7,9,44,9,0,0
39378,60,45.91,8,12,7,8,1,1
39379,43,74.5,14,15,15,6,1,0
39380,48,14.82,5,3,6,6,2,1
39381,27,19.89,5,2,19,6,2,0
39382,38,14.24,2,2,17,6,0,0
39383,46,85.88,21,21,12,8,1,1
39384,43,43.9,11,8,13,6,4,1
39385,42,42.25,14,7,21,7,2,1
39386,64,17.4,3,2,23,9,0,0
39387,20,44.54,10,6,23,7,2,0
39388,40,17.42,1,3,46,10,2,0
39389,46,79.6,23,19,30,8,1,0
39390,65,48.44,16,10,46,10,0,0
39391,51,14.32,4,9,3,10,1,1
39392,29,22.12,3,0,45,9,1,0
39393,39,28.86,14,9,23,8,0,0
39394,27,25.66,5,3,26,7,2,0
39395,33,13.08,4,3,36,8,0,0
39396,64,15.28,3,3,22,7,2,1
39397,55,39.86,8,8,39,6,1,0
39398,22,19.57,3,3,39,10,1,0
39399,41,20.98,8,5,45,7,1,1
39400,34,85.21,26,24,15,9,1,0
39401,41,11.77,2,4,27,8,3,1
39402,46,16.01,1,2,24,5,4,1
39403,44,61.44,18,11,25,7,0,0
39404,21,43.12,11,5,25,5,0,1
39405,44,45.51,9,7,18,7,0,0
39406,39,84.75,17,18,27,8,2,0
39407,36,52.88,14,3,20,9,1,0
39408,32,13.08,5,2,26,9,2,0
39409,36,36.74,9,11,28,7,0,0
39410,19,47.15,9,16,30,3,0,0
39411,53,14.72,5,7,40,6,2,0
39412,43,21.63,4,2,1,7,0,1
39413,37,19.38,0,1,34,6,0,1
39414,23,17.45,5,2,31,6,2,1
39415,45,34.95,18,8,43,10,0,0
39416,51,42.9,14,5,4,7,0,0
39417,30,66.42,21,22,44,7,0,0
39418,37,23.07,3,3,12,7,0,1
39419,38,15.89,5,3,35,6,0,0
39420,35,45.11,9,11,10,8,0,1
39421,33,18.05,2,4,42,9,0,0
39422,36,38.92,14,6,25,6,0,1
39423,59,26.38,7,2,27,8,0,0
39424,31,30.35,13,8,25,8,0,0
39425,69,39.77,10,9,43,5,3,0
39426,23,57.83,28,22,41,10,1,0
39427,33,44.62,12,6,8,7,1,0
39428,43,22.59,6,6,2,7,0,0
39429,45,19.25,2,6,7,9,1,0
39430,53,11.02,6,3,16,4,1,1
39431,39,17.93,1,6,18,5,0,1
39432,43,18.3,7,2,46,5,2,0
39433,56,39.79,3,8,34,7,0,1
39434,53,15.52,4,2,32,7,1,1
39435,46,53.02,7,11,4,7,1,0
39436,46,55.14,7,7,14,5,1,1
39437,42,43.57,12,12,14,8,1,0
39438,39,17.24,3,2,32,8,0,0
39439,37,19.06,2,3,25,8,1,0
39440,51,21.46,5,3,4,6,1,1
39441,46,14.87,7,1,43,8,0,0
39442,40,23.67,4,5,45,5,0,0
39443,46,43.43,11,11,18,9,1,0
39444,50,13.62,2,2,23,6,0,1
39445,21,83.35,14,14,42,4,1,0
39446,34,79.23,16,18,25,7,2,1
39447,31,13.26,6,5,11,7,0,0
39448,37,24.43,4,0,19,8,1,1
39449,20,37.85,10,5,26,8,0,0
39450,30,18.03,5,6,13,5,0,1
39451,49,64.37,22,21,37,10,1,0
39452,39,30.45,10,13,31,7,1,0
39453,34,47.5,11,10,3,6,1,0
39454,24,75.23,11,21,1,8,1,0
39455,44,83.84,22,18,20,6,0,0
39456,21,36.62,14,12,9,8,1,1
39457,40,18.11,5,2,18,7,1,0
39458,43,50.44,12,8,44,9,2,0
39459,36,44.2,12,8,8,7,0,0
39460,23,20.57,3,0,26,8,1,0
39461,40,47.57,16,8,39,10,0,0
39462,46,65.4,19,15,47,9,2,0
39463,27,37.26,9,11,10,6,0,0
39464,56,19.53,5,4,11,6,0,1
39465,28,46.49,12,11,44,7,0,1
39466,43,49.95,12,8,34,7,0,0
39467,33,69.76,19,24,18,8,0,1
39468,44,42.61,14,8,25,5,1,0
39469,33,36.66,8,9,28,7,2,0
39470,42,49.05,8,7,4,4,2,0
39471,23,24.7,4,6,46,10,0,0
39472,18,20.7,1,8,46,9,1,0
39473,26,86.76,22,18,22,9,1,0
39474,24,41.98,13,11,36,8,2,0
39475,45,23.16,3,4,29,6,2,1
39476,27,38.95,10,9,45,7,0,0
39477,29,50.89,14,9,27,9,4,0
39478,32,50.42,11,7,38,7,1,0
39479,33,19.86,6,1,39,6,0,0
39480,42,40.88,11,12,24,8,0,0
39481,32,41.46,12,9,23,10,1,0
39482,34,45.61,10,8,34,6,1,0
39483,47,16.61,6,1,18,6,1,0
39484,52,96.86,17,19,32,6,0,0
39485,44,21.29,2,3,20,8,2,1
39486,41,17.75,3,5,35,6,1,0
39487,44,16.61,2,2,5,4,1,1
39488,43,39.47,5,10,45,10,0,0
39489,29,19.16,7,2,27,7,1,0
39490,30,43.84,17,11,47,10,1,0
39491,35,47.38,11,11,25,6,0,0
39492,47,30.05,3,4,13,6,0,0
39493,37,49.04,12,9,33,10,1,0
39494,21,15.11,4,1,10,8,0,0
39495,45,54.23,8,6,1,7,0,0
39496,32,76.52,17,18,23,8,1,1
39497,42,47.55,16,13,46,5,0,0
39498,18,43.99,7,7,43,7,2,0
39499,26,34.01,8,5,6,8,0,0
39500,30,20.11,4,5,45,5,1,1
39501,43,16.68,7,1,21,5,0,0
39502,32,37.66,13,6,26,9,0,0
39503,44,20.83,8,4,39,8,1,0
39504,27,35.69,11,7,41,7,0,0
39505,32,21.5,6,3,11,7,2,0
39506,29,83.78,20,18,37,3,1,1
39507,31,38.53,13,10,27,8,0,0
39508,46,53.89,7,11,14,7,3,0
39509,50,16.01,4,4,9,6,1,1
39510,19,86.39,14,21,40,10,1,0
39511,35,71.18,14,11,24,7,1,1
39512,33,38.14,20,15,43,9,0,0
39513,24,10.53,4,7,16,4,1,1
39514,22,17.17,5,2,8,5,1,1
39515,45,37.26,9,12,25,10,3,0
39516,18,17.65,4,4,2,7,1,0
39517,47,78.33,21,9,45,10,1,0
39518,27,19.41,3,3,8,9,1,0
39519,20,38.98,13,10,24,7,0,0
39520,47,78.18,26,20,39,6,0,0
39521,30,19.52,3,5,13,8,2,0
39522,49,41.86,8,1,21,7,0,0
39523,38,41.31,9,7,36,8,0,0
39524,39,74.34,19,16,44,6,1,0
39525,50,42.05,13,7,37,8,1,0
39526,42,17.88,3,3,43,6,2,0
39527,40,74.88,16,18,34,5,1,0
39528,47,22.73,5,3,24,8,1,0
39529,48,18.29,8,5,17,4,1,1
39530,34,22.79,2,4,40,6,1,0
39531,22,17.45,2,1,48,9,0,1
39532,42,18.29,6,6,17,9,2,0
39533,43,27.8,1,5,45,9,0,0
39534,19,14.15,1,3,12,6,1,0
39535,56,22.07,9,2,41,7,2,1
39536,56,102.76,20,13,43,9,1,0
39537,35,21.21,4,10,37,8,1,0
39538,41,13.95,5,2,29,9,1,0
39539,31,84.69,18,13,33,9,4,0
39540,39,24.15,3,3,5,7,0,0
39541,32,37.79,5,5,30,9,1,0
39542,30,74.03,18,26,28,8,0,0
39543,47,12.26,5,0,11,8,0,0
39544,49,20.04,5,2,27,7,2,0
39545,34,24.09,3,6,30,8,0,1
39546,39,44.22,11,12,42,5,1,0
39547,38,22.54,5,3,21,6,0,1
39548,36,13.17,4,5,6,8,2,1
39549,48,14.65,4,4,21,9,0,1
39550,33,37.43,8,9,27,10,1,0
39551,40,83.97,17,12,8,6,0,1
39552,41,15.72,6,2,26,5,1,0
39553,51,47.1,10,4,2,6,0,1
39554,23,20.65,3,1,25,8,3,0
39555,33,19.16,3,3,42,7,1,0
39556,23,18.37,6,2,7,7,0,0
39557,33,30.81,10,9,36,7,0,0
39558,26,18.11,1,2,10,6,2,1
39559,52,66.88,20,19,11,3,0,0
39560,38,20.75,8,5,7,7,0,1
39561,36,35.17,8,9,21,7,1,0
39562,28,85.98,16,17,47,4,3,1
39563,50,13.31,5,3,38,6,0,1
39564,36,38.08,9,10,16,8,2,0
39565,30,64.82,18,18,40,7,1,0
39566,36,41.44,6,7,9,8,0,1
39567,41,44.98,10,6,47,7,1,0
39568,31,43.22,12,7,40,8,1,0
39569,47,70.39,17,20,10,7,1,1
39570,28,50.7,14,10,40,7,1,0
39571,35,93.53,11,18,8,9,0,0
39572,35,27.05,3,2,13,6,0,0
39573,31,33.42,11,17,25,7,0,0
39574,33,46.32,8,7,3,7,0,0
39575,46,21.71,2,1,19,8,1,0
39576,38,11.42,4,4,26,8,0,1
39577,43,62.37,17,12,8,10,1,0
39578,37,17.07,2,6,3,6,1,1
39579,51,13.38,4,2,3,10,0,1
39580,26,73.78,16,14,26,6,2,0
39581,29,16.53,7,4,37,7,1,0
39582,46,48.87,16,10,14,7,0,1
39583,35,27.12,6,1,2,6,0,0
39584,39,27.44,5,5,32,5,1,0
39585,32,50.03,11,12,23,8,0,0
39586,45,7.27,8,0,40,5,0,0
39587,63,59.56,14,6,43,9,0,0
39588,51,14.48,2,5,13,5,2,1
39589,47,15.93,0,0,24,8,0,0
39590,43,18.02,6,5,13,6,0,1
39591,39,16.52,4,7,20,7,2,0
39592,32,59.69,16,10,12,4,0,1
39593,53,18.11,4,6,34,8,1,0
39594,29,14.79,5,3,19,6,0,0
39595,27,19.56,4,2,26,4,1,1
39596,42,20.5,2,3,16,7,0,0
39597,39,45.0,9,10,4,9,0,0
39598,41,87.63,15,7,41,8,1,0
39599,25,17.78,6,2,24,4,0,1
39600,51,36.25,13,9,33,8,0,0
39601,25,33.3,6,5,8,6,0,1
39602,31,24.39,2,0,45,6,2,0
39603,24,18.1,6,3,33,5,1,0
39604,51,15.75,4,6,6,8,0,0
39605,22,73.6,19,19,10,10,2,0
39606,35,50.81,19,8,16,7,1,1
39607,50,16.7,3,2,6,7,1,1
39608,39,32.33,18,9,9,6,1,1
39609,44,87.95,17,22,22,6,0,0
39610,43,21.12,3,6,37,7,1,0
39611,18,80.62,21,17,19,8,0,0
39612,42,17.48,3,3,45,7,1,0
39613,53,38.8,13,11,42,9,0,0
39614,31,16.02,3,5,20,6,0,1
39615,23,29.41,13,9,48,7,0,0
39616,40,70.68,19,27,28,6,1,0
39617,40,78.29,23,21,5,6,0,0
39618,42,45.42,9,6,18,8,2,0
39619,31,14.11,5,3,7,8,1,0
39620,46,29.58,12,6,7,8,2,1
39621,27,85.83,15,20,24,8,3,0
39622,32,16.1,2,5,34,6,0,1
39623,53,48.58,10,11,14,6,0,1
39624,38,13.12,5,7,29,7,2,1
39625,45,89.89,12,20,38,5,2,0
39626,35,45.2,11,5,16,6,0,0
39627,50,80.11,34,24,35,10,1,0
39628,29,17.71,2,7,21,5,1,1
39629,58,22.54,2,2,42,8,2,0
39630,31,38.48,7,6,38,6,1,0
39631,30,64.49,18,25,28,8,0,0
39632,18,15.77,3,2,48,7,0,0
39633,44,14.87,2,3,47,9,0,0
39634,33,18.6,5,1,44,6,0,0
39635,48,18.38,6,3,48,9,0,1
